,ProductID,Modelo,MAE,MSE,RMSE,MAPE,Predictions
0,332,EMA,3.1936252875224347,11.077341650656475,3.3282640596347632,72.20420108090717,"[1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383, 1.124556530659383]"
1,1590,EMA,2.0569312782332747,4.230966283374373,2.0569312782332747,41.138625564665496,"[2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253, 2.9430687217667253]"
2,1565,EMA,0.1882364937183798,0.03543297756738963,0.18823649371837978,9.41182468591899,"[2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838, 2.18823649371838]"
3,1107,EMA,0.520647777548831,0.30985527170144006,0.5566464512609778,42.826862095460896,"[1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416, 1.8364372512330416]"
4,1882,EMA,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,1133,EMA,1.1908162141627987,1.5252917766230794,1.23502703477417,57.22194315928522,"[3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491, 3.383123906470491]"
6,1187,EMA,0.0009072669964917957,8.231334029232437e-07,0.0009072669964917955,0.04536334982458978,"[2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492, 2.000907266996492]"
7,212,EMA,0.006316413522564623,3.989707978803723e-05,0.0063164135225646225,0.31582067612823117,"[2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646, 2.0063164135225646]"
8,268,EMA,1.5305778056549406,2.7434388350667414,1.656332948131728,114.15993419489003,"[3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146, 3.116011159896146]"
9,218,EMA,0.41530330299030677,0.18453238943211628,0.42957233317814625,26.932428019588638,"[1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371, 1.5670190203753371]"
10,1724,EMA,2.1531279252827447,4.635959862632374,2.153127925282744,215.31279252827446,"[3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744, 3.153127925282744]"
11,2125,EMA,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
