,ProductID,Modelo,MAE,MSE,RMSE,MAPE,Predictions
0,158,ARIMA,0.8706685542787845,0.9978856709616675,0.9989422760908998,4.353342771393922,"[20.205645543540648, 20.505457719860914, 20.84838950177233, 21.211066073652912, 21.582783932567118]"
1,158,SARIMAX,0.5163572768561216,0.35359364964014395,0.594637410225882,2.5817863842806084,"[20.09567855869056, 20.306938160018262, 20.52308187080954, 20.728860249579743, 20.9272275451825]"
2,158,Prophet,4.764667679916578,23.302779972834713,4.827295306155893,23.82333839958289,"[23.668563786306958, 24.21661573311177, 24.76466767991658, 25.312719626721385, 25.860771573526197]"
3,132,ARIMA,6.548260438201306,56.489630326023054,7.515958377081598,26.193041752805225,"[26.054272016038407, 27.48759704128903, 29.05720680293314, 30.675816384978226, 32.312043364707485, 33.95460450441167, 35.59944302828502, 37.24510036296747]"
4,132,SARIMAX,12.533021380732556,180.6307203378367,13.439892869284215,50.132085522930225,"[30.368797219541293, 31.624137845613433, 34.52480929987748, 36.55074817793086, 38.81513274213227, 40.83617794903818, 42.831811813554125, 44.71255599817281]"
5,132,Prophet,22.103934010444636,488.75879420615945,22.10788986326283,88.41573604177853,"[3.5348847631467786, 3.352365113549233, 3.169845463951684, 2.9873258143541386, 2.804806164756593, 2.6222865151590447, 2.4397668655614964, 2.2572472159639507]"
6,671,ARIMA,0.33440947929834147,0.1435397446369141,0.3788663941773064,6.688189585966829,"[4.951117952856645, 4.903559713122831, 4.855965622475235, 4.8083725027302116, 4.760779356691527, 4.71318621136492, 4.665593066019026, 4.617999920673656, 4.570406775328271, 4.5228136299828865, 4.475220484637502, 4.427627339292117, 4.380034193946733]"
7,671,SARIMAX,0.9027408410494583,0.8927215491885049,0.944839430373492,18.054816820989167,"[4.70544544448925, 4.449469868030576, 4.295161428372529, 4.160649391377758, 4.285933126049772, 4.186996516257244, 4.117817518833414, 3.9720546566411916, 3.9161717222198837, 3.863880679166009, 3.8206551826854196, 3.7798795420736204, 3.7102539901603744]"
8,671,Prophet,2.6898770461662673,8.079077583045194,2.8423718235032505,53.797540923325336,"[7.083606274768483, 7.768469834835861, 6.990675631349711, 4.920717359915324, 2.639951016801352, 1.3169445567084517, 1.30109132212515, 1.9576228459608627, 2.3617824192239105, 2.1478305851302872, 1.7023825481611818, 1.597368039885579, 1.9286594468804825]"
9,3226,ARIMA,0.06666666666666665,0.013333333333333327,0.11547005383792512,6.666666666666665,"[1.2, 1.0, 0.8]"
10,3226,SARIMAX,0.1821202392439393,0.036975632813032455,0.1922904906984026,17.680219154936307,"[1.295724858502372, 1.2359788651287318, 1.2146569941007141]"
11,3226,Prophet,0.9362798752696936,0.8906096075225213,0.9437211492398172,89.34971413909767,"[1.9700892098169058, 2.0029465419363603, 2.035803874055815]"
12,795,ARIMA,0.0,0.0,0.0,0.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]"
13,795,SARIMAX,4.954061852105143e-14,2.454584532201024e-27,4.9543763807375635e-14,4.954061852105142e-13,"[10.000000000000048, 10.00000000000005, 10.00000000000005, 10.00000000000005, 10.00000000000005, 10.00000000000005, 10.00000000000005, 10.00000000000005, 10.00000000000005]"
14,795,Prophet,0.0,0.0,0.0,0.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]"
15,611,ARIMA,8.419304171783779e-05,8.855973387866572e-09,9.41061814540712e-05,0.008419304171783779,"[0.9999788692114202, 0.9999578488713009, 0.9999368279538788, 0.9999158070394742, 0.9998947861250539, 0.9998737652106336, 0.9998527442962134]"
16,611,SARIMAX,0.005534228163174948,9.274797348304083e-05,0.009630574930036152,0.5534228163174948,"[1.0005880817360506, 1.0006445065847873, 1.0005462232492481, 1.00053082849831, 1.0005480883392748, 1.0193265378482588, 1.016555330886295]"
17,611,Prophet,0.09375611797714149,0.009037152620067023,0.09506393964099649,9.37561179771415,"[0.9298155103995221, 0.9219583009406344, 0.9141010914817463, 0.9062438820228584, 0.8983866725639706, 0.8905294631050826, 0.882672253646195]"
18,1111,ARIMA,2.9529649582034083,10.942414192092045,3.3079320114071336,273.017042521065,"[4.972043339441495, 4.971602804264619, 4.944079737022331, 4.943212441001517, 4.916109409795551, 4.914828696577927]"
19,1111,SARIMAX,2.9180810792588474,10.69516356468558,3.2703460924932055,269.72565412012057,"[4.9906473758733965, 4.976197693566851, 4.953470184804303, 4.927502103668872, 4.893547165735705, 4.748416703650749]"
20,1111,Prophet,2.6175186844125657,8.38504434404143,2.8956941040174513,239.79141637900963,"[4.722643117491717, 4.643612426592286, 4.564581735692854, 4.485551044793422, 4.406520353893991, 4.327489662994559]"
21,336,ARIMA,0.0,0.0,0.0,0.0,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0]"
22,336,SARIMAX,2.9761557138718344,13.0022229295882,3.6058595271569023,49.60259523119724,"[5.39340910301291, 4.899314001662866, 4.039200649973936, 2.850622807316029, 1.4117894845148204, -0.45127032971156766]"
23,336,Prophet,3.4926298939778584,14.24313301535654,3.7740075536962747,58.21049823296431,"[4.600557749843718, 3.7632826923150846, 2.926007634786459, 2.088732577257826, 1.2514575197291924, 0.414182462200567]"
24,130,ARIMA,0.12790760182054248,0.02047112645230153,0.14307734430126082,4.263586727351416,"[2.9682636156929645, 2.9362088401263238, 2.9041508703396604, 2.8720928685073885, 2.8400348663536232, 2.8079768641966325, 2.77591886203961]"
