,ProductID,Modelo,MAE,MSE,RMSE,MAPE,Predictions
235,640,SARIMAX,0.372752611875748,0.1891068207102598,0.4348641405200707,37.2752611875748,"[1.0570409348694274, 0.8734203858913185, 0.6494524148231551, 0.3451012445202856, 0.3919411851191006, 0.36048685016497695, 0.3832646019139945, 0.3609098095913407, 0.5250271521836605, 0.6747223058680343, 0.8221722413254402, 0.9466769470680718, 0.8544280422395746, 0.650901187900002]"
236,640,Prophet,0.5546759747007511,0.37825890033872867,0.6150275606334473,55.46759747007511,"[0.2284934366166318, -0.0011637136364768264, 0.1808710918291231, 0.6868750569001315, 1.1724459741105737, 1.2998273036649564, 1.0193142264638193, 0.5961493051661944, 0.34661208669854515, 0.34939249079123647, 0.427489514372608, 0.39669149172344276, 0.2792391831698334, 0.23547391479756352]"
237,1855,ARIMA,1.945312355644546e-09,3.810492272634905e-18,1.952048224976756e-09,6.484374518815153e-08,"[2.9999999983056957, 2.9999999982429437, 2.9999999981801917, 2.9999999981174397, 2.9999999980546876, 2.9999999979919356, 2.9999999979291836, 2.9999999978664316, 2.9999999978036795]"
238,1855,SARIMAX,3.515706244646329e-13,1.2360207928887532e-25,3.5157087377778515e-13,1.1719020815487764e-11,"[2.9999999999996483, 2.9999999999996487, 2.9999999999996483, 2.9999999999996483, 2.9999999999996474, 2.9999999999996487, 2.9999999999996487, 2.9999999999996487, 2.9999999999996487]"
239,1855,Prophet,0.0,0.0,0.0,0.0,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
240,815,ARIMA,0.0013587466063198152,2.3824795130849533e-06,0.001543528267666308,0.13587466063198153,"[0.999815118275893, 0.9996199790021582, 0.9994242706222836, 0.9992285306674412, 0.9990327889607664, 0.998837047156897, 0.9986413053476351, 0.9984455635380739, 0.9982498217284961, 0.9980540799189175, 0.9978583381093389, 0.9976625962997602, 0.9974668544901815]"
241,815,SARIMAX,0.5245635280077812,0.43635259675065063,0.6605699030009243,52.45635280077812,"[0.6425024024179382, 0.85438696593994, 0.9154813468499299, 0.5412775170887406, -0.025352308400653167, 1.536722192851912, 1.7999795208261469, 2.131167749303003, 2.2402243834382607, 1.6717418286560521, 1.2140890286619126, 0.9277042920768923, 0.9185986236633435]"
242,815,Prophet,3.389064737293658,24.47927577030153,4.947653562073797,338.9064737293658,"[1.064469101647707, 0.7932464569952069, 0.8755534833235528, 1.3332083469096703, 1.800586450035816, 1.9926843344131646, 2.197451328136909, 3.1372010244420228, 5.208820077146356, 7.876077246592752, 9.936294173120537, 10.492334374888856, 9.687515067802519]"
243,1070,ARIMA,1.8209895988209188,7.1351218889022805,2.6711648936189394,34.66011853491766,"[9.718122911115243, 9.741446171439804, 9.764737675780806, 9.788028086484736, 9.811318459525149, 9.834608831268476, 9.857899202967133, 9.881189574664251, 9.904479946361317, 9.92777031805838, 9.951060689755444, 9.974351061452507, 9.997641433149571]"
244,1070,SARIMAX,1.9255179753016465,8.12618738083668,2.8506468355158763,36.61168962539368,"[9.744759987688953, 9.795860111849196, 9.846959798656885, 9.89805912445798, 9.94907989561802, 10.000100053880173, 10.051118950063652, 10.102136390215659, 10.153155737756661, 10.2041750987121, 10.255194464112767, 10.30621384227992, 10.357180830869009]"
245,1070,Prophet,1.9186965809262195,7.893950917857493,2.809617575019329,36.33393642459791,"[9.689665848195135, 9.740012827569469, 9.790359806943808, 9.840706786318146, 9.891053765692481, 9.941400745066819, 9.991747724441156, 10.042094703815492, 10.09244168318983, 10.142788662564167, 10.193135641938502, 10.24348262131284, 10.293829600687175]"
246,742,ARIMA,0.43417868442475027,0.26934032552306864,0.5189800820099637,8.683573688495006,"[4.999312572632388, 5.12352351782758, 5.2477194386922354, 5.371913138399747, 5.496106509737283, 5.620299832529473, 5.744493148144849, 5.868686462699223]"
247,742,SARIMAX,0.6944965742617718,0.7014838523418476,0.8375463284749374,13.889931485235435,"[5.005833338805629, 3.9152200852901435, 3.805990687993301, 3.8638685580124816, 3.933055075166939, 4.3079982456098955, 4.688154179972275, 5.064426087333581]"
248,742,Prophet,2.9577973584786577,8.755470024255004,2.958964349946617,59.15594716957315,"[2.1691326393176977, 2.1328669256615966, 2.096601212005495, 2.060335498349393, 2.0240697846932916, 1.9878040710371896, 1.951538357381088, 1.915272643724986]"
249,1156,ARIMA,0.07891509453769391,0.009022451257198316,0.09498658461697797,7.891509453769391,"[1.0233265206006348, 0.9985521285343502, 0.9856577739822766, 0.9698292694626885, 0.9547254458223962, 0.9394426393821, 0.9242040383894877, 0.908954519467304, 0.8937076970721859, 0.8784602086846589, 0.863212884784963, 0.8479655202598092, 0.8327181657683936]"
250,1156,SARIMAX,0.8650451657877626,1.0269061745713097,1.013363791819754,86.50451657877626,"[0.9567284888329527, 0.8394000202292176, 0.70850257730166, 0.5780702078398742, 0.4427797017431273, 0.28051446283718606, 0.14133868645280256, -0.02273495494607298, -0.16995142730708182, -0.2988014835402155, -0.4462889705918932, -0.5938535914227483, -0.6612908726697224]"
251,1156,Prophet,3.044067677008141,9.988441321205764,3.160449544163894,304.4067677008141,"[4.8800653180768245, 5.536297091295313, 4.696204832267899, 3.1887398359391264, 2.341444202375854, 2.719984664054957, 3.7230982746628363, 4.364665097320172, 4.293851260133599, 3.9690804155486674, 3.9606408434321705, 4.302422640095393, 4.596385325903023]"
252,1916,ARIMA,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
253,1916,SARIMAX,9.448876375772741e-09,8.940841014840328e-17,9.455602051080793e-09,9.448876375772741e-07,"[0.9999999908950339, 0.9999999908633769, 0.9999999908151577, 0.9999999907417112, 0.9999999906298391, 0.9999999904594381, 0.9999999901998872, 0.999999989804545]"
254,1916,Prophet,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
255,3437,ARIMA,,,,,"[0.0, 0.0, 0.0]"
256,3437,SARIMAX,,,,,"[0.0, 0.0, 0.0]"
257,3437,Prophet,,,,,"[0, 0, 0]"
