,ProductID,ProductName,ModelDescription,Category,Gender,ProductLine,Weight,Size,PackSize,Status,InventoryDate,PurchasePrice,ProductType
1188,1256,XL-K461004,K,Briefs,Women's Panties,Underwear,553,XL,Dozen,Out of Production,2003-10-25,4.7,K461004
1189,1257,XXL-K461004,K,Briefs,Women's Panties,Underwear,582,XXL,Dozen,Out of Production,2003-10-25,4.85,K461004
1190,1258,M-KH24,KH,Briefs,Women's Panties,Underwear,350,M,Dozen,Out of Production,2003-10-25,3.3,KH24
1191,1259,L-KH24,KH,Briefs,Women's Panties,Underwear,456,L,Dozen,Out of Production,2003-10-25,3.6,KH24
1192,1260,XL-KH24,KH,Briefs,Women's Panties,Underwear,552,XL,Dozen,Out of Production,2003-10-25,3.9,KH24
1193,1261,XXL-KH24,KH,Briefs,Women's Panties,Underwear,576,XXL,Dozen,Out of Production,2003-10-25,4.3,KH24
1194,1262,M-KH25,KH,Briefs,Women's Panties,Underwear,384,M,Dozen,Out of Production,2003-10-25,3.3,KH25
1195,1263,L-KH25,KH,Briefs,Women's Panties,Underwear,469,L,Dozen,Out of Production,2003-10-25,3.6,KH25
1196,1264,XL-KH25,KH,Briefs,Women's Panties,Underwear,552,XL,Dozen,Out of Production,2003-10-25,3.9,KH25
1197,1265,XXL-KH25,KH,Briefs,Women's Panties,Underwear,495,XXL,Dozen,Out of Production,2003-10-25,4.3,KH25
1198,1266,M-KH24E,KH,Briefs,Women's Panties,Underwear,384,M,Dozen,Out of Production,2003-10-25,3.5,KH24E
1199,1267,L-KH24E,KH,Briefs,Women's Panties,Underwear,419,L,Dozen,Out of Production,2003-10-25,3.8,KH24E
1200,1268,M-S21,S,Briefs,Women's Panties,Underwear,311,M,Dozen,Out of Production,2003-10-25,3.9,S21
1201,1269,L-S21,S,Briefs,Women's Panties,Underwear,339,L,Dozen,Out of Production,2003-10-25,4.2,S21
1202,1270,XL-S21,S,Briefs,Women's Panties,Underwear,446,XL,Dozen,Out of Production,2003-10-25,4.5,S21
1203,1271,M-S24S,S,Briefs,Women's Panties,Underwear,326,M,Dozen,Out of Production,2003-10-25,4.3,S24S
1204,1272,XL-S24S,S,Briefs,Women's Panties,Underwear,400,XL,Dozen,Out of Production,2003-10-25,5.0,S24S
1205,1273,L-S24S,S,Briefs,Women's Panties,Underwear,345,L,Dozen,Out of Production,2003-10-25,4.6,S24S
1206,1274,M-S25,S,Briefs,Women's Panties,Underwear,279,M,Dozen,In Production,2003-10-25,3.8,S25
1207,1275,L-S25,S,Briefs,Women's Panties,Underwear,377,L,Dozen,In Production,2003-10-25,4.2,S25
1208,1276,XL-S25,S,Briefs,Women's Panties,Underwear,337,XL,Dozen,In Production,2003-10-25,4.4,S25
1209,1277,L-S31,S,Briefs,Women's Panties,Underwear,345,L,Dozen,In Production,2003-10-25,4.2,S31
1210,1278,XL-S31,S,Briefs,Women's Panties,Underwear,450,XL,Dozen,In Production,2003-10-25,4.4,S31
1211,1279,S-S46S,S,Briefs,Women's Panties,Underwear,305,S,Dozen,In Production,2003-10-25,3.9,S46S
1212,1280,XL-S46S,S,Briefs,Women's Panties,Underwear,435,XL,Dozen,In Production,2003-10-25,5.1,S46S
1213,1281,M-S46T,S,Briefs,Women's Panties,Underwear,360,M,Dozen,Out of Production,2003-10-25,4.3,S46T
1214,1282,L-S46T,S,Briefs,Women's Panties,Underwear,320,L,Dozen,Out of Production,2003-10-25,4.6,S46T
1215,1283,XL-S46T,S,Briefs,Women's Panties,Underwear,420,XL,Dozen,Out of Production,2003-10-25,4.9,S46T
1216,1284,L-BX46SF,BX,Boxers,Men's Briefs,Underwear,80,L,Single Unit,Out of Production,2003-10-25,1.2,BX46SF
1217,1285,M-BX34F,BX,Boxers,Men's Briefs,Underwear,76,M,Single Unit,Out of Production,2003-10-25,1.0,BX34F
1218,1286,XL-Z87,Z,Briefs,Women's Panties,Underwear,408,XL,Dozen,Out of Production,2003-10-25,6.5,Z87
1219,1287,M-SF4600,SF,Briefs,Women's Panties,Underwear,355,M,Dozen,Out of Production,2003-10-25,4.4,SF4600
1220,1288,M-SF4601,SF,Briefs,Women's Panties,Underwear,371,M,Dozen,Out of Production,2003-10-25,4.4,SF4601
1221,1289,M-SF4602,SF,Briefs,Women's Panties,Underwear,348,M,Dozen,Out of Production,2003-10-25,4.4,SF4602
1222,1290,2-L31,L,Briefs,Girls' Panties,Underwear,256,S,Dozen,In Production,2003-10-25,3.15,L31
1223,1291,3-L31,L,Briefs,Girls' Panties,Underwear,256,M,Dozen,In Production,2003-10-25,3.36,L31
1224,1292,1-KH24E,KH,Briefs,Girls' Panties,Underwear,214,XS,Dozen,In Production,2003-10-25,2.73,KH24E
1225,1293,2-KH24E,KH,Briefs,Girls' Panties,Underwear,249,S,Dozen,In Production,2003-10-25,2.94,KH24E
1226,1294,3-KH24E,KH,Briefs,Girls' Panties,Underwear,266,M,Dozen,In Production,2003-10-25,3.1,KH24E
1227,1295,1-KH25,KH,Briefs,Girls' Panties,Underwear,231,XS,Dozen,Out of Production,2003-10-25,2.5,KH25
1228,1296,2-KH25,KH,Briefs,Girls' Panties,Underwear,226,S,Dozen,Out of Production,2003-10-25,2.7,KH25
1229,1297,3-KH25,KH,Briefs,Girls' Panties,Underwear,288,M,Dozen,Out of Production,2003-10-25,2.9,KH25
1230,1298,3XL-PCL21,PCL,Drawers,Women's Panties,Underwear,1185,3XL,Dozen,In Production,2003-10-25,8.09,PCL21
1231,1299,3XL-PCL25,PCL,Drawers,Women's Panties,Underwear,1295,3XL,Dozen,In Production,2003-10-25,7.2,PCL25
1232,1300,3XL-PCL31,PCL,Drawers,Women's Panties,Underwear,1125,3XL,Dozen,In Production,2003-10-25,7.46,PCL31
1233,1301,3XL-PCL32,PCL,Drawers,Women's Panties,Underwear,1000,3XL,Dozen,In Production,2003-10-25,7.0,PCL32
1234,1302,3XL-PCL31S,PCL,Drawers,Women's Panties,Underwear,1175,3XL,Dozen,In Production,2003-10-25,9.14,PCL31S
1235,1303,3XL-PCL31T,PCL,Drawers,Women's Panties,Underwear,1110,3XL,Dozen,In Production,2003-10-25,7.7,PCL31T
1236,1304,3XL-PCL32S,PCL,Drawers,Women's Panties,Underwear,1155,3XL,Dozen,In Production,2003-10-25,8.0,PCL32S
1237,1305,XL-GB24S,GB,Briefs,Women's Panties,Underwear,551,XL,Dozen,Out of Production,2003-10-25,4.7,GB24S
1238,1306,XXL-GB24S,GB,Briefs,Women's Panties,Underwear,700,XXL,Dozen,Out of Production,2003-10-25,5.4,GB24S
1239,1308,XL-GB29,GB,Briefs,Women's Panties,Underwear,537,XL,Dozen,In Production,2003-10-25,3.8,GB29
1240,1309,XXL-GB29,GB,Briefs,Women's Panties,Underwear,562,XXL,Dozen,In Production,2003-10-25,4.0,GB29
1241,1310,3XL-GB29,GB,Briefs,Women's Panties,Underwear,652,3XL,Dozen,In Production,2003-10-25,4.6,GB29
1242,1311,XL-GB30,GB,Briefs,Women's Panties,Underwear,484,XL,Dozen,Out of Production,2003-10-25,3.7,GB30
1243,1312,XXL-GB30,GB,Briefs,Women's Panties,Underwear,576,XXL,Dozen,Out of Production,2003-10-25,4.1,GB30
1244,1313,3XL-GB30,GB,Briefs,Women's Panties,Underwear,652,3XL,Dozen,Out of Production,2003-10-25,4.6,GB30
1245,1314,XXL-M946T,M,Briefs,Women's Panties,Underwear,505,XXL,Dozen,Out of Production,2003-10-25,5.6,M946T
1246,1315,XXL-M946,M,Briefs,Women's Panties,Underwear,500,XXL,Dozen,Out of Production,2003-10-25,5.2,M946
1247,1316,XXL-M946S,M,Briefs,Women's Panties,Underwear,525,XXL,Dozen,In Production,2003-10-25,6.0,M946S
1248,1317,3XL-M946T,M,Briefs,Women's Panties,Underwear,574,3XL,Dozen,In Production,2003-10-25,6.0,M946T
1249,1318,3XL-M946S,M,Briefs,Women's Panties,Underwear,585,3XL,Dozen,Out of Production,2003-10-25,6.4,M946S
1250,1319,3XL-M946,M,Briefs,Women's Panties,Underwear,502,3XL,Dozen,Out of Production,2003-10-25,5.6,M946
1251,1321,1-163,AT,Undershirts,Girls' Undershirts,Underwear,734,XS,Dozen,In Production,2003-10-25,5.2,163
1252,1322,2-163,AT,Undershirts,Girls' Undershirts,Underwear,780,S,Dozen,In Production,2003-10-25,5.5,163
1253,1323,3-163,AT,Undershirts,Girls' Undershirts,Underwear,927,M,Dozen,In Production,2003-10-25,6.2,163
1254,1324,2-159,AT,Undershirts,Girls' Undershirts,Underwear,560,S,Dozen,Out of Production,2003-10-25,5.1,159
1255,1325,3-159,AT,Undershirts,Girls' Undershirts,Underwear,668,M,Dozen,Out of Production,2003-10-25,5.4,159
1256,1327,3XL-PCL24S,PCL,Drawers,Women's Panties,Underwear,1217,3XL,Dozen,Out of Production,2003-10-25,5.2,PCL24S
1257,1328,4XL-K31T,K,Briefs,Women's Panties,Underwear,800,4XL,Dozen,In Production,2003-12-31,5.3,K31T
1258,1329,M-TA4607S,TA,Thongs,Women's Panties,Underwear,155,M,Dozen,Out of Production,2003-12-31,4.3,TA4607S
1259,1330,L-K503S,K,Briefs,Women's Panties,Underwear,533,L,Dozen,Out of Production,2003-12-31,3.35,K503S
1260,1331,S-TO31,TO,Thongs,Women's Panties,Underwear,193,S,Dozen,Out of Production,2003-12-31,1.6,TO31
1261,1333,L-S4673,S,Briefs,Women's Panties,Underwear,375,L,Dozen,In Production,2004-01-13,4.8,S4673
1262,1334,3-K93E,K,Briefs,Girls' Panties,Underwear,288,M,Dozen,Out of Production,2003-12-31,1.8,K93E
1263,1335,3-K98P,K,Briefs,Girls' Panties,Underwear,270,M,Dozen,Out of Production,2003-12-31,1.8,K98P
1264,1336,M-A7803,A,Briefs,Women's Panties,Underwear,293,M,Dozen,Out of Production,2003-12-31,8.0,A7803
1265,1337,M-A900S,A,Briefs,Women's Panties,Underwear,360,M,Dozen,Out of Production,2003-12-31,3.1,A900S
1266,1338,M-AF4605,AF,Briefs,Women's Panties,Underwear,293,M,Dozen,Out of Production,2003-12-31,3.7,AF4605
1267,1339,M-C11,C,Briefs,Women's Panties,Underwear,239,M,Dozen,Out of Production,2003-12-31,4.1,C11
1268,1340,M-C23E,C,Briefs,Women's Panties,Underwear,251,M,Dozen,Out of Production,2003-12-31,2.95,C23E
1269,1341,M-C30SV,C,Briefs,Women's Panties,Underwear,274,M,Dozen,Out of Production,2003-12-31,3.8,C30SV
1270,1342,M-C32S,C,Briefs,Women's Panties,Underwear,371,M,Dozen,Out of Production,2003-12-31,3.2,C32S
1271,1343,M-D16T,D,Briefs,Women's Panties,Underwear,260,M,Dozen,Out of Production,2003-12-31,4.8,D16T
1272,1344,M-K411S,K,Briefs,Women's Panties,Underwear,390,M,Dozen,Out of Production,2003-12-31,3.5,K411S
1273,1345,XL-A4674,A,Briefs,Women's Panties,Underwear,389,XL,Dozen,Out of Production,2003-12-31,4.6,A4674
1274,1346,XL-A900S,A,Briefs,Women's Panties,Underwear,408,XL,Dozen,Out of Production,2003-12-31,3.7,A900S
1275,1347,XL-K461002,K,Briefs,Women's Panties,Underwear,569,XL,Dozen,Out of Production,2003-12-31,4.5,K461002
1276,1348,XL-K4671,K,Briefs,Women's Panties,Underwear,557,XL,Dozen,Out of Production,2003-12-31,4.4,K4671
1277,1349,L-C11,C,Briefs,Women's Panties,Underwear,300,L,Dozen,Out of Production,2003-12-31,4.4,C11
1278,1350,M-S31,S,Briefs,Women's Panties,Underwear,318,M,Dozen,In Production,2003-12-31,3.8,S31
1279,1351,M-TA7703,TA,Thongs,Women's Panties,Underwear,192,M,Dozen,Out of Production,2003-12-31,6.5,TA7703
1280,1352,M-TA7706,TA,Thongs,Women's Panties,Underwear,192,M,Dozen,Out of Production,2003-12-31,6.5,TA7706
1281,1353,XL-K528,K,Briefs,Women's Panties,Underwear,516,XL,Dozen,Out of Production,2003-12-31,4.2,K528
1282,1354,XXL-K22,K,Briefs,Women's Panties,Underwear,420,XXL,Dozen,Out of Production,2003-12-31,3.0,K22
1283,1355,XXL-K461001,K,Briefs,Women's Panties,Underwear,581,XXL,Dozen,Out of Production,2005-02-15,5.05,K461001
1284,1356,XXL-KA946S,KA,Briefs,Women's Panties,Underwear,649,XXL,Dozen,Out of Production,2003-12-31,4.6,KA946S
1285,1357,3XL-GB24S,GB,Briefs,Women's Panties,Underwear,740,3XL,Dozen,Out of Production,2003-12-31,5.8,GB24S
1286,1360,3-EE30NB,EE,Briefs,Girls' Panties,Underwear,236,M,Dozen,Out of Production,2004-02-09,3.7,EE30NB
1287,1361,S-EEV1028,EEV,Briefs,Women's Panties,Underwear,258,S,Dozen,Out of Production,2004-02-09,4.8,EEV1028
1288,1362,M-EEV1028,EEV,Briefs,Women's Panties,Underwear,276,M,Dozen,Out of Production,2004-02-09,5.1,EEV1028
1289,1363,L-EEV1028,EEV,Briefs,Women's Panties,Underwear,290,L,Dozen,Out of Production,2004-02-09,5.4,EEV1028
1290,1364,XL-EEV1028,EEV,Briefs,Women's Panties,Underwear,355,XL,Dozen,Out of Production,2004-02-09,3.5,EEV1028
1291,1365,3XL-PCL32E,PCL,Drawers,Women's Panties,Underwear,1085,3XL,Dozen,In Production,2004-01-01,7.67,PCL32E
1292,1366,S-SLP61E,SLP,Slips,Men's Briefs,Underwear,122,S,Single Unit,In Production,2004-02-09,0.4,SLP61E
1293,1367,M-SLP61E,SLP,Slips,Men's Briefs,Underwear,128,M,Single Unit,In Production,2004-02-09,0.45,SLP61E
1294,1368,L-SLP61E,SLP,Slips,Men's Briefs,Underwear,145,L,Single Unit,In Production,2004-02-09,0.5,SLP61E
1295,1369,XL-SLP61E,SLP,Slips,Men's Briefs,Underwear,160,XL,Single Unit,In Production,2004-02-09,0.55,SLP61E
1296,1370,M-TDDV4607,TDDV,Thongs,Women's Panties,Underwear,167,M,Dozen,Out of Production,2004-02-09,4.2,TDDV4607
1297,1371,S-TDDV4607,TDDV,Thongs,Women's Panties,Underwear,137,S,Dozen,Out of Production,2004-02-09,3.9,TDDV4607
1298,1372,M-TDDV4607S,TDDV,Thongs,Women's Panties,Underwear,143,M,Dozen,Out of Production,2004-02-09,4.5,TDDV4607S
1299,1373,S-TDDV4607S,TDDV,Thongs,Women's Panties,Underwear,149,S,Dozen,Out of Production,2004-02-09,4.2,TDDV4607S
1300,1374,S-TEE1250S,TEE,Thongs,Women's Panties,Underwear,131,S,Dozen,Out of Production,2004-02-09,6.1,TEE1250S
1301,1375,M-TEE1250S,TEE,Thongs,Women's Panties,Underwear,137,M,Dozen,Out of Production,2004-02-09,3.7,TEE1250S
1302,1376,S-TEE1283,TEE,Thongs,Women's Panties,Underwear,127,S,Dozen,Out of Production,2004-02-09,3.5,TEE1283
1303,1377,M-TEE1283,TEE,Thongs,Women's Panties,Underwear,141,M,Dozen,Out of Production,2004-02-09,3.8,TEE1283
1304,1378,S-TEEP10,TEEP,Thongs,Women's Panties,Underwear,119,S,Dozen,Out of Production,2004-02-09,4.5,TEEP10
1305,1379,S-TEEP1206,TEEP,Thongs,Women's Panties,Underwear,131,S,Dozen,Out of Production,2004-02-09,8.0,TEEP1206
1306,1380,M-TEEP1206,TEEP,Thongs,Women's Panties,Underwear,113,M,Dozen,Out of Production,2004-02-09,9.0,TEEP1206
1307,1381,S-TEEP7801,TEEP,Thongs,Women's Panties,Underwear,100,S,Dozen,Out of Production,2004-02-09,6.0,TEEP7801
1308,1382,S-TIA12,TIA,Thongs,Women's Panties,Underwear,143,S,Dozen,Out of Production,2004-02-09,3.75,TIA12
1309,1383,M-TIA12,TIA,Thongs,Women's Panties,Underwear,120,M,Dozen,Out of Production,2004-02-09,4.0,TIA12
1310,1384,S-TIA12S,TIA,Thongs,Women's Panties,Underwear,142,S,Dozen,Out of Production,2004-02-09,3.75,TIA12S
1311,1385,M-TIA12S,TIA,Thongs,Women's Panties,Underwear,112,M,Dozen,Out of Production,2004-02-09,4.0,TIA12S
1312,1386,S-TIEE50S,TIEE,Thongs,Women's Panties,Underwear,96,S,Dozen,Out of Production,2004-02-09,4.75,TIEE50S
1313,1387,S-TTDD12T,TTDD,Thongs,Women's Panties,Underwear,78,S,Dozen,Out of Production,2004-02-09,3.5,TTDD12T
1314,1388,M-TTDD12T,TTDD,Thongs,Women's Panties,Underwear,84,M,Dozen,Out of Production,2004-02-09,3.7,TTDD12T
1315,1389,S-TTEE12,TTEE,Thongs,Women's Panties,Underwear,83,S,Dozen,Out of Production,2004-02-09,2.4,TTEE12
1316,1390,M-TTEE12,TTEE,Thongs,Women's Panties,Underwear,90,M,Dozen,Out of Production,2004-02-09,2.6,TTEE12
1317,1391,S-TTEE12S,TTEE,Thongs,Women's Panties,Underwear,84,S,Dozen,Out of Production,2004-02-09,2.6,TTEE12S
1318,1392,M-TTEE12S,TTEE,Thongs,Women's Panties,Underwear,95,M,Dozen,Out of Production,2004-02-09,3.9,TTEE12S
1319,1394,S-W1250S,W,Briefs,Women's Panties,Underwear,159,S,Dozen,In Production,2004-02-09,3.8,W1250S
1320,1395,M-W1250S,W,Briefs,Women's Panties,Underwear,162,M,Dozen,In Production,2004-02-09,4.1,W1250S
1321,1396,L-W1250S,W,Briefs,Women's Panties,Underwear,213,L,Dozen,In Production,2004-02-09,4.6,W1250S
1322,1397,XL-W1250S,W,Briefs,Women's Panties,Underwear,243,XL,Dozen,Out of Production,2004-02-09,5.3,W1250S
1323,1398,S-W1283,W,Briefs,Women's Panties,Underwear,173,S,Dozen,Out of Production,2004-02-09,3.8,W1283
1324,1399,M-W1283,W,Briefs,Women's Panties,Underwear,187,M,Dozen,Out of Production,2004-02-09,4.1,W1283
1325,1400,L-W1283,W,Briefs,Women's Panties,Underwear,193,L,Dozen,Out of Production,2004-02-09,4.6,W1283
1326,1401,XL-W1283,W,Briefs,Women's Panties,Underwear,234,XL,Dozen,Out of Production,2004-02-09,5.3,W1283
1327,1402,S-AA46012,AA,Briefs,Women's Panties,Underwear,252,S,Dozen,Out of Production,2004-02-09,4.8,AA46012
1328,1403,M-AA46012,AA,Briefs,Women's Panties,Underwear,277,M,Dozen,Out of Production,2004-02-09,5.1,AA46012
1329,1404,L-AA46012,AA,Briefs,Women's Panties,Underwear,312,L,Dozen,Out of Production,2004-02-09,5.4,AA46012
1330,1405,XL-AA46012,AA,Briefs,Women's Panties,Underwear,348,XL,Dozen,Out of Production,2004-02-09,5.7,AA46012
1331,1406,M-AA4607,AA,Briefs,Women's Panties,Underwear,277,M,Dozen,Out of Production,2004-02-09,4.5,AA4607
1332,1407,L-AA4607,AA,Briefs,Women's Panties,Underwear,312,L,Dozen,Out of Production,2004-02-09,4.8,AA4607
1333,1408,XL-AA4607,AA,Briefs,Women's Panties,Underwear,348,XL,Dozen,Out of Production,2004-02-09,5.1,AA4607
1334,1409,L-E4685,E,Briefs,Women's Panties,Underwear,326,L,Dozen,Out of Production,2004-02-09,5.0,E4685
1335,1410,M-E4685S,E,Briefs,Women's Panties,Underwear,299,M,Dozen,Out of Production,2004-02-09,5.0,E4685S
1336,1411,L-E4685S,E,Briefs,Women's Panties,Underwear,330,L,Dozen,Out of Production,2004-02-09,5.4,E4685S
1337,1412,XL-E4685S,E,Briefs,Women's Panties,Underwear,380,XL,Dozen,Out of Production,2004-02-09,5.8,E4685S
1338,1413,S-E78011,E,Briefs,Women's Panties,Underwear,252,S,Dozen,Out of Production,2004-02-09,8.0,E78011
1339,1414,M-E78011,E,Briefs,Women's Panties,Underwear,279,M,Dozen,Out of Production,2004-02-09,8.8,E78011
1340,1415,L-E78011,E,Briefs,Women's Panties,Underwear,305,L,Dozen,Out of Production,2004-02-09,9.5,E78011
1341,1416,S-EE101,EE,Briefs,Women's Panties,Underwear,197,S,Dozen,Out of Production,2004-02-09,5.1,EE101
1342,1417,M-EE101,EE,Briefs,Women's Panties,Underwear,216,M,Dozen,Out of Production,2004-02-09,5.4,EE101
1343,1418,S-EE101S,EE,Briefs,Women's Panties,Underwear,195,S,Dozen,In Production,2004-02-09,5.4,EE101S
1344,1419,S-EE1028,EE,Briefs,Women's Panties,Underwear,241,S,Dozen,Out of Production,2004-02-09,2.85,EE1028
1345,1420,M-EE1028,EE,Briefs,Women's Panties,Underwear,269,M,Dozen,Out of Production,2004-02-09,4.7,EE1028
1346,1421,L-EE1028,EE,Briefs,Women's Panties,Underwear,288,L,Dozen,Out of Production,2004-02-09,5.0,EE1028
1347,1423,M-EE1206,EE,Briefs,Women's Panties,Underwear,216,M,Dozen,Out of Production,2004-02-09,5.8,EE1206
1348,1424,S-EE1213,EE,Briefs,Women's Panties,Underwear,180,S,Dozen,Out of Production,2004-02-09,9.3,EE1213
1349,1425,M-EE1213,EE,Briefs,Women's Panties,Underwear,185,M,Dozen,Out of Production,2004-02-09,10.0,EE1213
1350,1426,L-EE1213,EE,Briefs,Women's Panties,Underwear,216,L,Dozen,Out of Production,2004-02-09,11.3,EE1213
1351,1427,S-EE1213S,EE,Briefs,Women's Panties,Underwear,180,S,Dozen,Out of Production,2004-02-09,9.5,EE1213S
1352,1428,M-EE1213S,EE,Briefs,Women's Panties,Underwear,132,M,Dozen,Out of Production,2004-02-09,10.2,EE1213S
1353,1429,L-EE1213S,EE,Briefs,Women's Panties,Underwear,251,L,Dozen,Out of Production,2004-02-09,11.5,EE1213S
1354,1430,1-EE30NB,EE,Briefs,Girls' Panties,Underwear,169,XS,Dozen,Out of Production,2004-02-09,3.3,EE30NB
1355,1431,2-EE30NB,EE,Briefs,Girls' Panties,Underwear,209,S,Dozen,Out of Production,2004-02-09,3.5,EE30NB
1356,1433,XL-S4653,S,Briefs,Women's Panties,Underwear,444,XL,Dozen,Out of Production,2004-02-09,5.2,S4653
1357,1434,M-EE101S,EE,Briefs,Women's Panties,Underwear,216,M,Dozen,Out of Production,2004-02-13,5.7,EE101S
1358,1435,M-TEEP10,TEEP,Thongs,Women's Panties,Underwear,131,M,Dozen,Out of Production,2004-02-13,4.8,TEEP10
1359,1436,M-TEEP1206S,TEEP,Thongs,Women's Panties,Underwear,107,M,Dozen,Out of Production,2004-02-13,9.0,TEEP1206S
1360,1437,S-TEEP1206S,TEEP,Thongs,Women's Panties,Underwear,131,S,Dozen,Out of Production,2004-02-13,8.0,TEEP1206S
1361,1438,M-TEEP7801,TEEP,Thongs,Women's Panties,Underwear,96,M,Dozen,Out of Production,2004-02-13,6.5,TEEP7801
1362,1440,1-L31,L,Briefs,Girls' Panties,Underwear,207,XS,Dozen,In Production,2004-02-13,2.94,L31
1363,1441,L-K403,K,Briefs,Women's Panties,Underwear,421,L,Dozen,Out of Production,2004-02-13,4.1,K403
1364,1442,M-K404,K,Briefs,Women's Panties,Underwear,395,M,Dozen,Out of Production,2004-02-13,3.4,K404
1365,1443,L-K405,K,Briefs,Women's Panties,Underwear,419,L,Dozen,Out of Production,2004-02-13,3.9,K405
1367,1445,S-S4674,S,Briefs,Women's Panties,Underwear,307,S,Dozen,Out of Production,2004-03-16,4.2,S4674
1368,1446,XL-S4654,S,Briefs,Women's Panties,Underwear,444,XL,Dozen,Out of Production,2004-03-16,5.2,S4654
1369,1447,S-S46100,S,Briefs,Women's Panties,Underwear,310,S,Dozen,Out of Production,2004-03-16,4.2,S46100
1370,1448,M-S46100,S,Briefs,Women's Panties,Underwear,351,M,Dozen,Out of Production,2004-03-16,4.3,S46100
1371,1449,L-S46100,S,Briefs,Women's Panties,Underwear,376,L,Dozen,Out of Production,2004-03-16,4.6,S46100
1372,1450,XL-S46100,S,Briefs,Women's Panties,Underwear,432,XL,Dozen,Out of Production,2004-03-16,5.0,S46100
1373,1451,S-S52,S,Briefs,Women's Panties,Underwear,256,S,Dozen,Out of Production,2004-03-16,4.2,S52
1374,1452,M-S52,S,Briefs,Women's Panties,Underwear,359,M,Dozen,Out of Production,2004-03-16,4.6,S52
1375,1453,XL-S52,S,Briefs,Women's Panties,Underwear,511,XL,Dozen,Out of Production,2004-03-16,5.5,S52
1376,1455,M-S52S,S,Briefs,Women's Panties,Underwear,365,M,Dozen,Out of Production,2004-03-16,5.0,S52S
1377,1456,S-EE4628S,EE,Briefs,Women's Panties,Underwear,252,S,Dozen,Out of Production,2004-03-16,4.7,EE4628S
1378,1457,M-EE4628S,EE,Briefs,Women's Panties,Underwear,285,M,Dozen,Out of Production,2004-03-16,5.0,EE4628S
1379,1458,L-EE4628S,EE,Briefs,Women's Panties,Underwear,312,L,Dozen,In Production,2004-03-16,5.3,EE4628S
1380,1459,XL-EE4628S,EE,Briefs,Women's Panties,Underwear,360,XL,Dozen,Out of Production,2004-03-16,5.8,EE4628S
1381,1460,S-EE4628,EE,Briefs,Women's Panties,Underwear,252,S,Dozen,Out of Production,2004-03-16,4.3,EE4628
1382,1461,M-EE4628,EE,Briefs,Women's Panties,Underwear,295,M,Dozen,Out of Production,2004-03-16,4.6,EE4628
1383,1462,L-EE4628,EE,Briefs,Women's Panties,Underwear,335,L,Dozen,Out of Production,2004-03-16,4.9,EE4628
1384,1463,XL-EE4628,EE,Briefs,Women's Panties,Underwear,360,XL,Dozen,Out of Production,2004-03-16,5.4,EE4628
1385,1464,L-EE1206,EE,Briefs,Women's Panties,Underwear,234,L,Dozen,Out of Production,2004-03-16,12.0,EE1206
1386,1465,M-A11P,A,Briefs,Women's Panties,Underwear,235,M,Dozen,Out of Production,2004-03-16,4.3,A11P
1387,1466,L-A11P,A,Briefs,Women's Panties,Underwear,323,L,Dozen,Out of Production,2004-03-16,4.6,A11P
1388,1467,S-A82,A,Briefs,Women's Panties,Underwear,252,S,Dozen,Out of Production,2004-03-16,8.0,A82
1389,1468,S-A1085,A,Briefs,Women's Panties,Underwear,230,S,Dozen,Out of Production,2004-03-16,4.15,A1085
1390,1469,S-A1085S,A,Briefs,Women's Panties,Underwear,230,S,Dozen,Out of Production,2004-03-16,3.0,A1085S
1391,1470,XL-A1085S,A,Briefs,Women's Panties,Underwear,320,XL,Dozen,Out of Production,2004-03-16,5.35,A1085S
1392,1471,M-A31R,A,Briefs,Women's Panties,Underwear,311,M,Dozen,Out of Production,2004-03-16,4.0,A31R
1393,1472,M-A31SR,A,Briefs,Women's Panties,Underwear,341,M,Dozen,Out of Production,2004-03-16,4.3,A31SR
1394,1473,S-A4695,A,Briefs,Women's Panties,Underwear,263,S,Dozen,Out of Production,2004-03-16,3.3,A4695
1395,1474,XL-A4654,A,Briefs,Women's Panties,Underwear,389,XL,Dozen,Out of Production,2004-03-16,4.6,A4654
1396,1475,L-A4607,A,Briefs,Women's Panties,Underwear,275,L,Dozen,Out of Production,2004-03-16,4.8,A4607
1397,1476,L-A4607S,A,Briefs,Women's Panties,Underwear,276,L,Dozen,Out of Production,2004-03-16,5.1,A4607S
1398,1477,S-EE1206S,EE,Briefs,Women's Panties,Underwear,197,S,Dozen,Out of Production,2004-03-16,5.4,EE1206S
1399,1478,M-EE1206S,EE,Briefs,Women's Panties,Underwear,207,M,Dozen,Out of Production,2004-02-21,5.9,EE1206S
1400,1479,L-EE1206S,EE,Briefs,Women's Panties,Underwear,240,L,Dozen,Out of Production,2004-03-16,12.0,EE1206S
1401,1480,M-EE12061,EE,Briefs,Women's Panties,Underwear,192,M,Dozen,Out of Production,2004-03-16,5.5,EE12061
1402,1481,L-EE12061,EE,Briefs,Women's Panties,Underwear,187,L,Dozen,Out of Production,2004-02-21,11.0,EE12061
1403,1482,S-EE12061,EE,Briefs,Women's Panties,Underwear,157,S,Dozen,Out of Production,2004-03-16,9.0,EE12061
1404,1483,XL-EE782814,EE,Briefs,Women's Panties,Underwear,355,XL,Dozen,Out of Production,2004-03-16,8.0,EE782814
1405,1484,XXL-EE782814,EE,Briefs,Women's Panties,Underwear,390,XXL,Dozen,Out of Production,2004-03-16,8.5,EE782814
