,ProductID,ProductName,ModelDescription,Category,Gender,ProductLine,Weight,Size,PackSize,Status,InventoryDate,PurchasePrice,ProductType
0,1,3-182,AT,Undershirts,Girls' Undershirts,Underwear,822,M,Dozen,In Production,2003-07-10,6.6,182
1,2,3-183,AT,Undershirts,Girls' Undershirts,Underwear,620,M,Dozen,Out of Production,2003-07-10,5.6,183
2,3,3-184,AT,Undershirts,Girls' Undershirts,Underwear,718,M,Dozen,In Production,2003-07-10,6.3,184
3,4,3-185,AT,Undershirts,Boys' Undershirts,Underwear,820,M,Dozen,In Production,2003-07-10,5.6,185
4,5,3-A30N,A,Briefs,Girls' Panties,Underwear,214,M,Dozen,Out of Production,2003-08-06,3.3,A30N
5,6,3-BX34,BX,Boxers,Boys' Briefs,Underwear,55,M,Single Unit,Out of Production,2003-07-10,0.62,BX34
6,7,3-BX64,BX,Boxers,Boys' Briefs,Underwear,55,M,Single Unit,Out of Production,2003-08-06,0.47,BX64
7,8,3-ERK33,ERK,Briefs,Boys' Briefs,Underwear,389,M,Dozen,Out of Production,2003-07-10,3.25,ERK33
8,9,3-ERK61,ERK,Briefs,Boys' Briefs,Underwear,325,M,Dozen,In Production,2003-07-10,2.7,ERK61
9,10,3-ERK63,ERK,Briefs,Boys' Briefs,Underwear,340,M,Dozen,In Production,2003-07-10,2.55,ERK63
10,11,3-GB31,GB,Briefs,Girls' Panties,Underwear,370,M,Dozen,Out of Production,2003-07-10,2.65,GB31
11,12,3-GB31E,GB,Briefs,Girls' Panties,Underwear,345,M,Dozen,Out of Production,2003-08-06,2.75,GB31E
12,13,3-GB32,GB,Briefs,Girls' Panties,Underwear,330,M,Dozen,Out of Production,2003-07-10,2.65,GB32
13,14,3-GB32E,GB,Briefs,Girls' Panties,Underwear,359,M,Dozen,Out of Production,2003-07-10,2.75,GB32E
14,15,3-GB92,GB,Briefs,Girls' Panties,Underwear,294,M,Dozen,Out of Production,2003-07-10,2.15,GB92
15,16,3-K203,K,Briefs,Girls' Panties,Underwear,280,M,Dozen,Out of Production,2003-07-10,2.7,K203
16,17,3-K21,K,Briefs,Girls' Panties,Underwear,281,M,Dozen,In Production,2003-07-10,2.7,K21
17,18,3-K213,K,Briefs,Girls' Panties,Underwear,269,M,Dozen,Out of Production,2003-07-10,2.65,K213
18,19,3-K218,K,Briefs,Girls' Panties,Underwear,280,M,Dozen,Out of Production,2003-07-10,2.75,K218
19,20,3-K21E,K,Briefs,Girls' Panties,Underwear,276,M,Dozen,In Production,2003-07-10,2.8,K21E
20,21,3-K22,K,Briefs,Girls' Panties,Underwear,381,M,Dozen,Out of Production,2003-08-06,2.0,K22
21,22,3-K22E,K,Briefs,Girls' Panties,Underwear,281,M,Dozen,Out of Production,2003-07-10,2.1,K22E
22,23,3-K23,K,Briefs,Girls' Panties,Underwear,242,M,Dozen,In Production,2003-07-10,2.5,K23
23,24,3-K23E,K,Briefs,Girls' Panties,Underwear,271,M,Dozen,In Production,2003-08-06,2.6,K23E
24,25,3-K24E,K,Briefs,Girls' Panties,Underwear,330,M,Dozen,In Production,2003-08-06,2.7,K24E
25,26,3-K26,K,Briefs,Girls' Panties,Underwear,329,M,Dozen,Out of Production,2003-08-06,2.0,K26
26,27,3-K29,K,Briefs,Girls' Panties,Underwear,273,M,Dozen,In Production,2003-07-10,2.4,K29
27,28,3-K30,K,Briefs,Girls' Panties,Underwear,275,M,Dozen,In Production,2003-07-10,2.6,K30
28,29,3-K30B,K,Briefs,Girls' Panties,Underwear,282,M,Dozen,Out of Production,2003-07-10,2.7,K30B
29,30,3-K30C,K,Briefs,Girls' Panties,Underwear,282,M,Dozen,Out of Production,2003-07-10,3.0,K30C
30,31,3-K30N,K,Briefs,Girls' Panties,Underwear,282,M,Dozen,In Production,2003-07-10,3.2,K30N
31,32,3-K31,K,Briefs,Girls' Panties,Underwear,220,M,Dozen,Out of Production,2003-07-10,2.4,K31
32,33,3-K31E,K,Briefs,Girls' Panties,Underwear,305,M,Dozen,In Production,2003-07-10,2.7,K31E
33,34,3-K32,K,Briefs,Girls' Panties,Underwear,266,M,Dozen,In Production,2003-07-10,2.5,K32
34,35,3-K32E,K,Briefs,Girls' Panties,Underwear,290,M,Dozen,In Production,2003-07-10,2.6,K32E
35,36,3-K92,K,Briefs,Girls' Panties,Underwear,310,M,Dozen,Out of Production,2003-07-10,1.8,K92
36,37,3-K93,K,Briefs,Girls' Panties,Underwear,275,M,Dozen,Out of Production,2003-07-10,1.8,K93
37,38,3-K94,K,Briefs,Girls' Panties,Underwear,280,M,Dozen,Out of Production,2003-07-10,1.8,K94
38,39,3-K98,K,Briefs,Girls' Panties,Underwear,225,M,Dozen,Out of Production,2003-07-10,1.8,K98
39,40,3-K98E,K,Briefs,Girls' Panties,Underwear,201,M,Dozen,Out of Production,2003-07-10,2.2,K98E
40,41,3-O23,O,Briefs,Girls' Panties,Underwear,233,M,Dozen,Out of Production,2003-08-06,2.05,O23
41,42,3-O23E,O,Briefs,Girls' Panties,Underwear,226,M,Dozen,Out of Production,2003-08-06,2.25,O23E
42,43,3-U23,U,Briefs,Girls' Panties,Underwear,228,M,Dozen,Out of Production,2003-07-10,2.2,U23
43,44,3-U29,U,Briefs,Girls' Panties,Underwear,257,M,Dozen,In Production,2003-08-06,2.47,U29
44,45,1-166,AT,Undershirts,Girls' Undershirts,Underwear,491,XS,Dozen,Out of Production,2003-07-10,5.7,166
45,46,1-167,AT,Undershirts,Girls' Undershirts,Underwear,455,XS,Dozen,Out of Production,2003-07-10,4.2,167
46,47,1-170,AT,Undershirts,Boys' Undershirts,Underwear,530,XS,Dozen,In Production,2003-07-10,3.8,170
47,48,1-183,AT,Undershirts,Girls' Undershirts,Underwear,482,XS,Dozen,Out of Production,2003-07-10,4.8,183
48,49,1-185,AT,Undershirts,Boys' Undershirts,Underwear,551,XS,Dozen,In Production,2003-07-10,4.8,185
49,50,1-A30N,A,Briefs,Girls' Panties,Underwear,177,XS,Dozen,Out of Production,2003-08-06,2.9,A30N
50,51,1-ERK33,ERK,Briefs,Boys' Briefs,Underwear,262,XS,Dozen,Out of Production,2003-07-10,2.75,ERK33
51,52,1-ERK61,ERK,Briefs,Boys' Briefs,Underwear,280,XS,Dozen,In Production,2003-07-10,2.3,ERK61
52,53,1-ERK63,ERK,Briefs,Boys' Briefs,Underwear,293,XS,Dozen,In Production,2003-07-10,2.25,ERK63
53,54,1-ERK64,ERK,Briefs,Boys' Briefs,Underwear,291,XS,Dozen,Out of Production,2003-07-10,2.6,ERK64
54,55,1-ERK81,ERK,Briefs,Boys' Briefs,Underwear,280,XS,Dozen,Out of Production,2003-07-10,2.2,ERK81
55,56,1-K29,K,Briefs,Girls' Panties,Underwear,219,XS,Dozen,In Production,2003-07-10,2.0,K29
56,57,1-K30,K,Briefs,Girls' Panties,Underwear,202,XS,Dozen,In Production,2003-07-10,2.2,K30
57,58,1-K30B,K,Briefs,Girls' Panties,Underwear,212,XS,Dozen,Out of Production,2003-07-10,2.4,K30B
58,59,1-K30C,K,Briefs,Girls' Panties,Underwear,211,XS,Dozen,Out of Production,2003-07-10,2.7,K30C
59,60,1-K30N,K,Briefs,Girls' Panties,Underwear,218,XS,Dozen,In Production,2003-07-10,2.8,K30N
60,61,1-K32,K,Briefs,Girls' Panties,Underwear,252,XS,Dozen,In Production,2003-07-10,2.1,K32
61,62,1-K32E,K,Briefs,Girls' Panties,Underwear,221,XS,Dozen,In Production,2003-07-10,2.2,K32E
62,63,1-K98E,K,Briefs,Girls' Panties,Underwear,219,XS,Dozen,Out of Production,2003-07-10,1.95,K98E
63,64,2-167,AT,Undershirts,Girls' Undershirts,Underwear,482,S,Dozen,Out of Production,2003-07-10,4.5,167
64,65,2-183,AT,Undershirts,Girls' Undershirts,Underwear,553,S,Dozen,Out of Production,2003-07-10,5.2,183
65,66,2-184,AT,Undershirts,Girls' Undershirts,Underwear,566,S,Dozen,In Production,2003-07-10,5.7,184
66,67,2-185,AT,Undershirts,Boys' Undershirts,Underwear,590,S,Dozen,In Production,2003-07-10,5.4,185
67,68,2-BX34,BX,Boxers,Boys' Briefs,Underwear,51,S,Single Unit,Out of Production,2003-07-10,0.57,BX34
68,69,2-BX64,BX,Boxers,Boys' Briefs,Underwear,47,S,Single Unit,Out of Production,2003-07-10,0.44,BX64
69,70,2-BX61A,BX,Boxers,Boys' Briefs,Underwear,47,S,Single Unit,Out of Production,2003-07-10,0.41,BX61A
70,71,2-ERK33,ERK,Briefs,Boys' Briefs,Underwear,328,S,Dozen,Out of Production,2003-07-10,3.0,ERK33
71,72,2-ERK61,ERK,Briefs,Boys' Briefs,Underwear,233,S,Dozen,In Production,2003-07-10,2.5,ERK61
72,73,2-ERK63,ERK,Briefs,Boys' Briefs,Underwear,301,S,Dozen,In Production,2003-07-10,2.4,ERK63
73,74,2-ERK64,ERK,Briefs,Boys' Briefs,Underwear,310,S,Dozen,Out of Production,2003-07-10,2.75,ERK64
74,75,2-ERK81,ERK,Briefs,Boys' Briefs,Underwear,233,S,Dozen,Out of Production,2003-07-10,2.4,ERK81
75,76,2-GB23,GB,Briefs,Girls' Panties,Underwear,240,S,Dozen,Out of Production,2003-07-10,1.45,GB23
76,77,2-GB32,GB,Briefs,Girls' Panties,Underwear,290,S,Dozen,Out of Production,2003-07-10,2.45,GB32
77,78,2-GB32E,GB,Briefs,Girls' Panties,Underwear,205,S,Dozen,Out of Production,2003-08-06,2.55,GB32E
78,79,2-K23,K,Briefs,Girls' Panties,Underwear,233,S,Dozen,In Production,2003-07-10,2.3,K23
79,80,2-K23E,K,Briefs,Girls' Panties,Underwear,221,S,Dozen,In Production,2003-07-10,2.4,K23E
80,81,2-K29,K,Briefs,Girls' Panties,Underwear,256,S,Dozen,In Production,2003-07-10,2.2,K29
81,82,2-K30,K,Briefs,Girls' Panties,Underwear,243,S,Dozen,In Production,2003-07-10,2.4,K30
82,83,2-K30B,K,Briefs,Girls' Panties,Underwear,271,S,Dozen,Out of Production,2003-07-10,2.55,K30B
83,84,2-K30C,K,Briefs,Girls' Panties,Underwear,270,S,Dozen,Out of Production,2003-07-10,2.85,K30C
84,85,2-K30N,K,Briefs,Girls' Panties,Underwear,270,S,Dozen,In Production,2003-07-10,3.0,K30N
85,86,2-K31E,K,Briefs,Girls' Panties,Underwear,299,S,Dozen,In Production,2003-08-06,2.5,K31E
86,87,2-K32,K,Briefs,Girls' Panties,Underwear,282,S,Dozen,In Production,2003-07-10,2.3,K32
87,88,2-K32E,K,Briefs,Girls' Panties,Underwear,257,S,Dozen,In Production,2003-07-10,2.4,K32E
88,89,2-K98E,K,Briefs,Girls' Panties,Underwear,239,S,Dozen,Out of Production,2003-08-06,2.05,K98E
89,90,2-U29,U,Briefs,Girls' Panties,Underwear,225,S,Dozen,In Production,2003-07-10,2.6,U29
90,91,2-U35,U,Briefs,Girls' Panties,Underwear,221,S,Dozen,In Production,2003-08-06,2.42,U35
101,103,L-1711,AT,Undershirts,Men's Undershirts,Underwear,88,L,Single Unit,Out of Production,2003-08-06,0.63,1711
102,105,L-173,AT,Undershirts,Women's Undershirts,Underwear,940,L,Dozen,In Production,2003-08-06,5.9,173
103,107,L-174,AT,Undershirts,Men's Undershirts,Underwear,1405,L,Dozen,In Production,2003-07-10,8.3,174
104,109,L-1741,AT,Undershirts,Men's Undershirts,Underwear,117,L,Single Unit,Out of Production,2003-08-06,0.82,1741
105,111,L-177,AT,Undershirts,Men's Undershirts,Underwear,1245,L,Dozen,In Production,2003-08-06,7.2,177
106,113,L-1771,AT,Undershirts,Men's Undershirts,Underwear,104,L,Single Unit,Out of Production,2003-08-06,0.65,1771
107,115,L-188,AT,Undershirts,Women's Undershirts,Underwear,935,L,Dozen,In Production,2003-08-06,7.7,188
108,117,L-191,AT,Undershirts,Men's Undershirts,Underwear,1165,L,Dozen,In Production,2003-07-10,7.2,191
109,119,L-1911,AT,Undershirts,Men's Undershirts,Underwear,97,L,Single Unit,Out of Production,2003-08-06,0.69,1911
110,120,L-191S,AT,Undershirts,Men's Undershirts,Underwear,1360,L,Dozen,In Production,2003-07-10,8.2,191S
111,121,L-191S1,AT,Undershirts,Men's Undershirts,Underwear,113,L,Single Unit,Out of Production,2003-08-06,0.86,191S1
112,122,L-1931,AT,Undershirts,Men's Undershirts,Underwear,116,L,Single Unit,Out of Production,2003-08-06,0.7,1931
113,123,L-1941,AT,Undershirts,Men's Undershirts,Underwear,117,L,Single Unit,Out of Production,2003-08-06,0.8,1941
114,124,L-3101,AT3K,Undershirts,Women's Undershirts,Underwear,87,L,Single Unit,Out of Production,2003-07-10,0.7,3101
115,125,L-3101S,AT3K,Undershirts,Women's Undershirts,Underwear,95,L,Single Unit,Out of Production,2003-08-06,0.8,3101S
116,126,L-3102,AT3K,Undershirts,Women's Undershirts,Underwear,102,L,Single Unit,Out of Production,2003-07-10,0.85,3102
117,127,L-3102S,AT3K,Undershirts,Women's Undershirts,Underwear,113,L,Single Unit,Out of Production,2003-08-06,0.95,3102S
118,128,L-3103,AT3K,Undershirts,Women's Undershirts,Underwear,128,L,Single Unit,Out of Production,2003-08-06,0.85,3103
119,129,L-3104,AT3K,Undershirts,Women's Undershirts,Underwear,87,L,Single Unit,Out of Production,2003-07-10,0.65,3104
120,130,L-3104S,AT3K,Undershirts,Women's Undershirts,Underwear,97,L,Single Unit,Out of Production,2003-08-06,0.75,3104S
121,131,L-3105,AT3K,Undershirts,Women's Undershirts,Underwear,90,L,Single Unit,Out of Production,2003-07-10,0.75,3105
122,132,L-3105S,AT3K,Undershirts,Women's Undershirts,Underwear,113,L,Single Unit,Out of Production,2003-08-06,0.85,3105S
123,133,L-3106,AT3K,Undershirts,Women's Undershirts,Underwear,116,L,Single Unit,Out of Production,2003-07-10,0.75,3106
124,134,L-4201,AT4K,Undershirts,Women's Undershirts,Underwear,112,L,Single Unit,Out of Production,2003-08-06,0.75,4201
125,135,L-4202,AT4K,Undershirts,Women's Undershirts,Underwear,102,L,Single Unit,Out of Production,2003-08-06,0.9,4202
126,136,L-4203,AT4K,Undershirts,Women's Undershirts,Underwear,128,L,Single Unit,Out of Production,2003-08-06,0.9,4203
127,137,L-4204,AT4K,Undershirts,Women's Undershirts,Underwear,98,L,Single Unit,Out of Production,2003-08-06,0.7,4204
128,138,L-4205,AT4K,Undershirts,Women's Undershirts,Underwear,94,L,Single Unit,Out of Production,2003-08-06,0.75,4205
129,139,L-A46,A,Briefs,Women's Panties,Underwear,334,L,Dozen,Out of Production,2003-07-10,3.9,A46
130,140,L-A4653,A,Briefs,Women's Panties,Underwear,336,L,Dozen,Out of Production,2003-08-06,4.2,A4653
131,141,L-A4654,A,Briefs,Women's Panties,Underwear,336,L,Dozen,Out of Production,2003-08-06,4.2,A4654
132,142,L-A4674,A,Briefs,Women's Panties,Underwear,336,L,Dozen,Out of Production,2003-08-06,4.2,A4674
133,143,L-A4675,A,Briefs,Women's Panties,Underwear,336,L,Dozen,Out of Production,2003-08-06,4.0,A4675
134,144,L-A46S,A,Briefs,Women's Panties,Underwear,353,L,Dozen,Out of Production,2003-08-06,4.3,A46S
135,145,L-A52,A,Briefs,Women's Panties,Underwear,384,L,Dozen,Out of Production,2003-07-10,4.3,A52
136,146,L-A821,A,Briefs,Women's Panties,Underwear,281,L,Dozen,Out of Production,2003-08-06,9.0,A821
137,147,L-BB32S,BB,Briefs,Women's Panties,Underwear,374,L,Dozen,Out of Production,2003-08-06,3.05,BB32S
138,148,L-BB32T,BB,Briefs,Women's Panties,Underwear,373,L,Dozen,Out of Production,2003-08-06,3.05,BB32T
139,149,L-BB46S,BB,Briefs,Women's Panties,Underwear,395,L,Dozen,Out of Production,2003-08-06,3.55,BB46S
140,150,L-BB46T,BB,Briefs,Women's Panties,Underwear,405,L,Dozen,Out of Production,2003-08-06,3.55,BB46T
141,151,L-BX172,BX,Boxers,Men's Briefs,Underwear,70,L,Single Unit,Out of Production,2003-07-10,1.6,BX172
142,152,L-BX17C2,BX,Boxers,Men's Briefs,Underwear,67,L,Single Unit,Out of Production,2003-07-10,1.7,BX17C2
143,153,L-BX17S2,BX,Boxers,Men's Briefs,Underwear,66,L,Single Unit,Out of Production,2003-07-10,1.7,BX17S2
144,154,L-BX17Y1,BX,Boxers,Men's Briefs,Underwear,66,L,Single Unit,Out of Production,2003-07-10,1.55,BX17Y1
145,155,L-BX34A,BX,Boxers,Men's Briefs,Underwear,88,L,Single Unit,In Production,2003-07-10,1.1,BX34A
146,156,L-BX34B,BX,Boxers,Men's Briefs,Underwear,80,L,Single Unit,Out of Production,2003-07-10,1.3,BX34B
147,157,L-BX34C,BX,Boxers,Men's Briefs,Underwear,79,L,Single Unit,Out of Production,2003-07-10,1.1,BX34C
148,158,L-BX46B,BX,Boxers,Men's Briefs,Underwear,80,L,Single Unit,Out of Production,2003-07-10,1.05,BX46B
149,159,L-BX46C,BX,Boxers,Men's Briefs,Underwear,75,L,Single Unit,In Production,2003-07-10,1.0,BX46C
150,160,L-BX46CB,BX,Boxers,Men's Briefs,Underwear,90,L,Single Unit,Out of Production,2003-07-10,1.05,BX46CB
151,161,L-BX46SA,BX,Boxers,Men's Briefs,Underwear,84,L,Single Unit,Out of Production,2003-07-10,1.0,BX46SA
152,162,L-BX46SC,BX,Boxers,Men's Briefs,Underwear,83,L,Single Unit,In Production,2003-07-10,1.1,BX46SC
153,163,L-BX64P,BX,Boxers,Men's Briefs,Underwear,90,L,Single Unit,Out of Production,2003-07-10,0.75,BX64P
154,164,L-BX61A,BX,Boxers,Men's Briefs,Underwear,70,L,Single Unit,In Production,2003-07-10,0.7,BX61A
155,165,L-C1011S,C,Briefs,Women's Panties,Underwear,310,L,Dozen,Out of Production,2003-08-06,4.7,C1011S
156,166,L-C10S,C,Briefs,Women's Panties,Underwear,310,L,Dozen,Out of Production,2003-08-06,4.7,C10S
157,167,L-C11S,C,Briefs,Women's Panties,Underwear,305,L,Dozen,Out of Production,2003-07-10,4.2,C11S
158,168,L-C32,C,Briefs,Women's Panties,Underwear,305,L,Dozen,Out of Production,2003-07-10,3.2,C32
159,169,L-C32E,C,Briefs,Women's Panties,Underwear,350,L,Dozen,Out of Production,2003-07-10,3.35,C32E
160,170,L-C32S,C,Briefs,Women's Panties,Underwear,365,L,Dozen,Out of Production,2003-08-06,3.4,C32S
161,171,L-C46D,C,Briefs,Women's Panties,Underwear,365,L,Dozen,Out of Production,2003-08-06,4.45,C46D
162,172,L-C46K,C,Briefs,Women's Panties,Underwear,383,L,Dozen,Out of Production,2003-08-06,4.7,C46K
163,173,L-C46S,C,Briefs,Women's Panties,Underwear,380,L,Dozen,Out of Production,2003-08-06,3.6,C46S
164,174,L-C46SD,C,Briefs,Women's Panties,Underwear,345,L,Dozen,Out of Production,2003-08-06,4.85,C46SD
165,175,L-C46SK,C,Briefs,Women's Panties,Underwear,359,L,Dozen,Out of Production,2003-07-10,5.1,C46SK
166,176,L-C97,C,Briefs,Women's Panties,Underwear,282,L,Dozen,Out of Production,2003-08-06,4.0,C97
167,177,L-C97S,C,Briefs,Women's Panties,Underwear,283,L,Dozen,Out of Production,2003-08-06,4.2,C97S
168,178,L-D31S,D,Briefs,Women's Panties,Underwear,515,L,Dozen,Out of Production,2003-08-06,4.65,D31S
169,179,L-D46S,D,Briefs,Women's Panties,Underwear,515,L,Dozen,Out of Production,2003-07-10,4.6,D46S
170,180,L-D46T,D,Briefs,Women's Panties,Underwear,405,L,Dozen,Out of Production,2003-07-10,5.3,D46T
171,181,L-ERK33,ERK,Briefs,Men's Briefs,Underwear,705,L,Dozen,Out of Production,2003-07-10,4.8,ERK33
172,182,L-ERK34B,ERK,Briefs,Men's Briefs,Underwear,695,L,Dozen,In Production,2003-07-10,6.1,ERK34B
173,183,L-ERK61,ERK,Briefs,Men's Briefs,Underwear,575,L,Dozen,In Production,2003-07-10,3.9,ERK61
174,184,L-ERK63,ERK,Briefs,Men's Briefs,Underwear,585,L,Dozen,In Production,2003-07-10,3.7,ERK63
175,185,L-ERK64,ERK,Briefs,Men's Briefs,Underwear,585,L,Dozen,Out of Production,2003-07-10,4.2,ERK64
176,186,L-ERK64B,ERK,Briefs,Men's Briefs,Underwear,610,L,Dozen,Out of Production,2003-07-10,4.8,ERK64B
177,187,L-ERK81,ERK,Briefs,Men's Briefs,Underwear,286,L,Dozen,Out of Production,2003-07-10,3.55,ERK81
178,189,L-G31E,G,Briefs,Women's Panties,Underwear,390,L,Dozen,Out of Production,2003-07-10,4.15,G31E
179,190,L-G46,G,Briefs,Women's Panties,Underwear,369,L,Dozen,In Production,2003-07-10,4.9,G46
180,191,L-G46E,G,Briefs,Women's Panties,Underwear,401,L,Dozen,Out of Production,2003-07-10,4.65,G46E
181,192,L-G46S,G,Briefs,Women's Panties,Underwear,400,L,Dozen,In Production,2003-08-06,5.4,G46S
182,193,L-GS56,GS,Briefs,Women's Panties,Underwear,732,L,Dozen,Out of Production,2003-08-06,5.5,GS56
183,194,L-H46,H,Briefs,Women's Panties,Underwear,341,L,Dozen,Out of Production,2003-08-06,3.55,H46
184,195,L-H46073,H,Briefs,Women's Panties,Underwear,400,L,Dozen,Out of Production,2003-08-06,4.8,H46073
185,196,L-K21,K,Briefs,Women's Panties,Underwear,480,L,Dozen,In Production,2003-07-10,3.6,K21
186,197,L-K21E,K,Briefs,Women's Panties,Underwear,480,L,Dozen,In Production,2003-07-10,3.8,K21E
187,198,L-K22,K,Briefs,Women's Panties,Underwear,322,L,Dozen,Out of Production,2003-07-10,2.6,K22
188,199,L-K22E,K,Briefs,Women's Panties,Underwear,340,L,Dozen,Out of Production,2003-07-10,2.75,K22E
189,200,L-K23,K,Briefs,Women's Panties,Underwear,370,L,Dozen,In Production,2003-07-10,3.3,K23
190,201,L-K23E,K,Briefs,Women's Panties,Underwear,430,L,Dozen,In Production,2003-07-10,3.5,K23E
191,202,L-K24,K,Briefs,Women's Panties,Underwear,460,L,Dozen,In Production,2003-07-10,3.4,K24
192,203,L-K24E,K,Briefs,Women's Panties,Underwear,470,L,Dozen,In Production,2003-08-06,3.6,K24E
193,204,L-K25,K,Briefs,Women's Panties,Underwear,505,L,Dozen,In Production,2003-08-06,3.5,K25
194,205,L-K25S,K,Briefs,Women's Panties,Underwear,470,L,Dozen,Out of Production,2003-08-06,3.25,K25S
195,206,L-K25T,K,Briefs,Women's Panties,Underwear,482,L,Dozen,Out of Production,2003-08-06,3.15,K25T
196,207,L-K26,K,Briefs,Women's Panties,Underwear,533,L,Dozen,Out of Production,2003-08-06,2.65,K26
197,208,L-K26T,K,Briefs,Women's Panties,Underwear,525,L,Dozen,Out of Production,2003-08-06,3.05,K26T
198,209,L-K29,K,Briefs,Women's Panties,Underwear,434,L,Dozen,In Production,2003-07-10,3.2,K29
199,210,L-K30,K,Briefs,Women's Panties,Underwear,470,L,Dozen,In Production,2003-07-10,3.3,K30
200,211,L-K30D,K,Briefs,Women's Panties,Underwear,431,L,Dozen,Out of Production,2003-07-10,3.75,K30D
201,212,L-K30SD,K,Briefs,Women's Panties,Underwear,455,L,Dozen,Out of Production,2003-07-10,4.0,K30SD
202,213,L-K30SV,K,Briefs,Women's Panties,Underwear,450,L,Dozen,Out of Production,2003-07-10,4.0,K30SV
203,214,L-K30V,K,Briefs,Women's Panties,Underwear,431,L,Dozen,Out of Production,2003-07-10,3.75,K30V
204,215,L-K31,K,Briefs,Women's Panties,Underwear,470,L,Dozen,In Production,2003-07-10,3.5,K31
205,216,L-K31E,K,Briefs,Women's Panties,Underwear,460,L,Dozen,In Production,2003-07-10,3.7,K31E
206,217,L-K31S,K,Briefs,Women's Panties,Underwear,505,L,Dozen,In Production,2003-07-10,3.9,K31S
207,218,L-K31T,K,Briefs,Women's Panties,Underwear,495,L,Dozen,In Production,2003-08-06,3.7,K31T
208,219,L-K32,K,Briefs,Women's Panties,Underwear,428,L,Dozen,In Production,2003-07-10,3.4,K32
209,220,L-K32E,K,Briefs,Women's Panties,Underwear,440,L,Dozen,In Production,2003-07-10,3.6,K32E
210,221,L-K32S,K,Briefs,Women's Panties,Underwear,470,L,Dozen,In Production,2003-07-10,3.8,K32S
211,222,L-K32T,K,Briefs,Women's Panties,Underwear,425,L,Dozen,In Production,2003-08-06,3.6,K32T
212,223,L-K40,K,Briefs,Women's Panties,Underwear,348,L,Dozen,Out of Production,2003-07-10,4.1,K40
213,224,L-K406,K,Briefs,Women's Panties,Underwear,419,L,Dozen,Out of Production,2003-07-10,3.8,K406
214,225,L-K407,K,Briefs,Women's Panties,Underwear,420,L,Dozen,Out of Production,2003-07-10,3.5,K407
215,226,L-K408,K,Briefs,Women's Panties,Underwear,419,L,Dozen,Out of Production,2003-07-10,3.8,K408
216,227,L-K40E,K,Briefs,Women's Panties,Underwear,461,L,Dozen,Out of Production,2003-07-10,2.65,K40E
217,228,L-K410,K,Briefs,Women's Panties,Underwear,475,L,Dozen,Out of Production,2003-07-10,3.8,K410
218,229,L-K411,K,Briefs,Women's Panties,Underwear,478,L,Dozen,Out of Production,2003-07-10,4.1,K411
219,230,L-K414,K,Briefs,Women's Panties,Underwear,478,L,Dozen,Out of Production,2003-07-10,3.35,K414
220,231,L-K418,K,Briefs,Women's Panties,Underwear,405,L,Dozen,Out of Production,2003-07-10,3.7,K418
221,232,L-K42,K,Briefs,Women's Panties,Underwear,515,L,Dozen,Out of Production,2003-08-06,2.65,K42
222,233,L-K421,K,Briefs,Women's Panties,Underwear,455,L,Dozen,Out of Production,2003-07-10,3.7,K421
223,234,L-K423,K,Briefs,Women's Panties,Underwear,480,L,Dozen,Out of Production,2003-07-10,3.8,K423
224,235,L-K424,K,Briefs,Women's Panties,Underwear,455,L,Dozen,Out of Production,2003-07-10,3.9,K424
225,236,L-K425,K,Briefs,Women's Panties,Underwear,431,L,Dozen,Out of Production,2003-07-10,3.8,K425
226,238,L-K426,K,Briefs,Women's Panties,Underwear,431,L,Dozen,Out of Production,2003-07-10,4.0,K426
227,240,L-K426S,K,Briefs,Women's Panties,Underwear,443,L,Dozen,Out of Production,2003-07-10,3.6,K426S
228,242,L-K427,K,Briefs,Women's Panties,Underwear,449,L,Dozen,Out of Production,2003-07-10,3.9,K427
229,244,L-K428,K,Briefs,Women's Panties,Underwear,449,L,Dozen,Out of Production,2003-07-10,3.0,K428
230,246,L-K43,K,Briefs,Women's Panties,Underwear,506,L,Dozen,Out of Production,2003-08-06,2.65,K43
231,248,L-K430,K,Briefs,Women's Panties,Underwear,449,L,Dozen,Out of Production,2003-07-10,3.0,K430
232,250,L-K452,K,Briefs,Women's Panties,Underwear,413,L,Dozen,Out of Production,2003-07-10,3.1,K452
233,252,L-K46,K,Briefs,Women's Panties,Underwear,515,L,Dozen,In Production,2003-07-10,4.0,K46
234,253,L-K462,K,Briefs,Women's Panties,Underwear,474,L,Dozen,Out of Production,2003-07-10,3.7,K462
235,255,L-K4639,K,Briefs,Women's Panties,Underwear,462,L,Dozen,Out of Production,2003-07-10,3.3,K4639
236,257,L-K4653,K,Briefs,Women's Panties,Underwear,462,L,Dozen,Out of Production,2003-07-10,4.3,K4653
237,258,L-K4654,K,Briefs,Women's Panties,Underwear,462,L,Dozen,Out of Production,2003-07-10,4.3,K4654
238,259,L-K4656,K,Briefs,Women's Panties,Underwear,463,L,Dozen,Out of Production,2003-07-10,4.4,K4656
239,260,L-K4671,K,Briefs,Women's Panties,Underwear,509,L,Dozen,Out of Production,2003-07-10,3.4,K4671
240,261,L-K4673,K,Briefs,Women's Panties,Underwear,506,L,Dozen,In Production,2003-07-10,4.5,K4673
241,262,L-K4674,K,Briefs,Women's Panties,Underwear,509,L,Dozen,Out of Production,2003-07-10,4.3,K4674
242,263,L-K4675,K,Briefs,Women's Panties,Underwear,509,L,Dozen,Out of Production,2003-08-06,4.3,K4675
